VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
1074,Audi_A4_2016,Audi,A4,2016,premium unleaded (required),MANUAL,4-cylinder,4,all wheel drive,220,37000
1080,Audi_A4_2017,Audi,A4,2017,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,4,front wheel drive,252,37300
1090,Audi_A5_2016,Audi,A5,2016,premium unleaded (required),AUTOMATIC,4-cylinder,2,all wheel drive,220,43800
1096,Audi_A5_2017,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),MANUAL,4-cylinder,2,all wheel drive,220,41200
1099,Audi_A6_2015,Audi,A6,2015,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,240,58700
1107,Audi_A6_2016,Audi,A6,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,252,52100
1115,Audi_A6_2017,Audi,A6,2017,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,252,53800
1122,Audi_A7_2015,Audi,A7,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,310,65900
1126,Audi_A7_2016,Audi,A7,2016,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,240,70400
1130,Audi_A7_2017,Audi,A7,2017,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,333,68800
1132,Audi_A8_2016,Audi,A8,2016,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,240,85200
1136,Audi_A8_2017,Audi,A8,2017,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,450,91500
1138,GMC_Acadia Limited_2017,GMC,Acadia Limited,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,281,43850
1140,GMC_Acadia_2015,GMC,Acadia,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,281,33975
1150,GMC_Acadia_2016,GMC,Acadia,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,281,36755
1161,GMC_Acadia_2017,GMC,Acadia,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,194,38350
1172,Hyundai_Accent_2014,Hyundai,Accent,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,17395
1178,Hyundai_Accent_2015,Hyundai,Accent,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,137,14745
1184,Hyundai_Accent_2016,Hyundai,Accent,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,137,15745
1190,Plymouth_Acclaim_1993,Plymouth,Acclaim,1993,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,100,2000
1191,Plymouth_Acclaim_1994,Plymouth,Acclaim,1994,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,106,2000
1192,Plymouth_Acclaim_1995,Plymouth,Acclaim,1995,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,100,2000
1193,Honda_Accord Crosstour_2010,Honda,Accord Crosstour,2010,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,271,34020
1198,Honda_Accord Crosstour_2011,Honda,Accord Crosstour,2011,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,271,29990
1203,Honda_Accord Hybrid_2014,Honda,Accord Hybrid,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,195,31905
1206,Honda_Accord Hybrid_2015,Honda,Accord Hybrid,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,196,35055
1209,Honda_Accord Hybrid_2017,Honda,Accord Hybrid,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,212,29605
1212,Honda_Accord Plug-In Hybrid_2014,Honda,Accord Plug-In Hybrid,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,196,39780
1213,Honda_Accord_2015,Honda,Accord,2015,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,278,30775
1234,Honda_Accord_2016,Honda,Accord,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,278,32745
1260,Honda_Accord_2017,Honda,Accord,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,189,26215
1288,Oldsmobile_Achieva_1996,Oldsmobile,Achieva,1996,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,150,2000
1290,Oldsmobile_Achieva_1997,Oldsmobile,Achieva,1997,regular unleaded,UNKNOWN,4-cylinder,2,front wheel drive,150,2000
1292,Oldsmobile_Achieva_1998,Oldsmobile,Achieva,1998,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,150,2000
1293,BMW_ActiveHybrid 5_2014,BMW,ActiveHybrid 5,2014,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,335,61400
1294,BMW_ActiveHybrid 5_2015,BMW,ActiveHybrid 5,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,335,61900
1295,BMW_ActiveHybrid 5_2016,BMW,ActiveHybrid 5,2016,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,335,62100
1296,BMW_ActiveHybrid 7_2013,BMW,ActiveHybrid 7,2013,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,350,84300
1297,BMW_ActiveHybrid 7_2014,BMW,ActiveHybrid 7,2014,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,350,84300
1298,BMW_ActiveHybrid 7_2015,BMW,ActiveHybrid 7,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,335,84300
1299,BMW_ActiveHybrid X6_2010,BMW,ActiveHybrid X6,2010,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,480,88900
1300,BMW_ActiveHybrid X6_2011,BMW,ActiveHybrid X6,2011,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,480,88900
1301,Suzuki_Aerio_2005,Suzuki,Aerio,2005,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,155,17049
1315,Suzuki_Aerio_2006,Suzuki,Aerio,2006,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,155,16599
1327,Suzuki_Aerio_2007,Suzuki,Aerio,2007,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,155,14299
1332,Ford_Aerostar_1995,Ford,Aerostar,1995,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,135,2000
1336,Ford_Aerostar_1996,Ford,Aerostar,1996,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,140,2000
1340,Ford_Aerostar_1997,Ford,Aerostar,1997,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,140,2000
1344,Oldsmobile_Alero_2002,Oldsmobile,Alero,2002,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,170,22395
1352,Oldsmobile_Alero_2003,Oldsmobile,Alero,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,170,21585
1360,Oldsmobile_Alero_2004,Oldsmobile,Alero,2004,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,170,23335
1368,Cadillac_Allante_1991,Cadillac,Allante,1991,regular unleaded,AUTOMATIC,8-cylinder,2,front wheel drive,200,2000
1369,Cadillac_Allante_1992,Cadillac,Allante,1992,regular unleaded,AUTOMATIC,8-cylinder,2,front wheel drive,200,2234
1370,Cadillac_Allante_1993,Cadillac,Allante,1993,regular unleaded,AUTOMATIC,8-cylinder,2,front wheel drive,295,2358
1371,Audi_allroad quattro_2003,Audi,allroad quattro,2003,regular unleaded,MANUAL,6-cylinder,4,all wheel drive,250,39950
1373,Audi_allroad quattro_2004,Audi,allroad quattro,2004,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,300,46950
1376,Audi_allroad quattro_2005,Audi,allroad quattro,2005,regular unleaded,MANUAL,6-cylinder,4,all wheel drive,250,40250
1379,Audi_allroad_2014,Audi,allroad,2014,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,220,40700
1382,Audi_allroad_2015,Audi,allroad,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,220,44500
1385,Audi_allroad_2016,Audi,allroad,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,220,42700
1387,BMW_ALPINA B6 Gran Coupe_2015,BMW,ALPINA B6 Gran Coupe,2015,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,540,117300
1388,BMW_ALPINA B6 Gran Coupe_2016,BMW,ALPINA B6 Gran Coupe,2016,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,600,122200
1389,BMW_ALPINA B6 Gran Coupe_2017,BMW,ALPINA B6 Gran Coupe,2017,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,600,122500
1390,BMW_ALPINA B7_2014,BMW,ALPINA B7,2014,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,540,135200
1394,BMW_ALPINA B7_2015,BMW,ALPINA B7,2015,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,540,132200
1398,BMW_ALPINA B7_2017,BMW,ALPINA B7,2017,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,600,137000
1399,BMW_Alpina_2003,BMW,Alpina,2003,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,375,136900
1400,Nissan_Altima Hybrid_2009,Nissan,Altima Hybrid,2009,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,198,26650
1401,Nissan_Altima Hybrid_2010,Nissan,Altima Hybrid,2010,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,158,26780
1402,Nissan_Altima Hybrid_2011,Nissan,Altima Hybrid,2011,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,198,26800
1403,Nissan_Altima_2015,Nissan,Altima,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,22560
1411,Nissan_Altima_2016,Nissan,Altima,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,270,32090
1420,Nissan_Altima_2017,Nissan,Altima,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,179,25460
1427,Kia_Amanti_2007,Kia,Amanti,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,264,25495
1428,Kia_Amanti_2008,Kia,Amanti,2008,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,264,25495
1429,Kia_Amanti_2009,Kia,Amanti,2009,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,264,26045
1430,Mercedes-Benz_AMG GT_2016,Mercedes-Benz,AMG GT,2016,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,503,129900
1431,Mercedes-Benz_AMG GT_2017,Mercedes-Benz,AMG GT,2017,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,503,131200
1433,Nissan_Armada_2014,Nissan,Armada,2014,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,317,37590
1439,Nissan_Armada_2015,Nissan,Armada,2015,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,317,50780
1447,Nissan_Armada_2017,Nissan,Armada,2017,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,390,49650
1453,Bentley_Arnage_2007,Bentley,Arnage,2007,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,450,221990
1456,Bentley_Arnage_2008,Bentley,Arnage,2008,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,450,263990
1459,Bentley_Arnage_2009,Bentley,Arnage,2009,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,500,270990
1463,Chrysler_Aspen_2007,Chrysler,Aspen,2007,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,235,30935
1465,Chrysler_Aspen_2008,Chrysler,Aspen,2008,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,302,32905
1467,Chrysler_Aspen_2009,Chrysler,Aspen,2009,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,385,45270
1470,Ford_Aspire_1995,Ford,Aspire,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,63,2000
1473,Ford_Aspire_1996,Ford,Aspire,1996,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,63,2000
1475,Ford_Aspire_1997,Ford,Aspire,1997,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,63,2000
1477,Chevrolet_Astro Cargo_2003,Chevrolet,Astro Cargo,2003,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,22050
1479,Chevrolet_Astro Cargo_2004,Chevrolet,Astro Cargo,2004,regular unleaded,AUTOMATIC,6-cylinder,3,all wheel drive,190,25195
1481,Chevrolet_Astro Cargo_2005,Chevrolet,Astro Cargo,2005,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,22930
1483,Chevrolet_Astro_2003,Chevrolet,Astro,2003,regular unleaded,AUTOMATIC,6-cylinder,3,all wheel drive,190,25690
1485,Chevrolet_Astro_2004,Chevrolet,Astro,2004,regular unleaded,AUTOMATIC,6-cylinder,3,all wheel drive,190,26195
1487,Chevrolet_Astro_2005,Chevrolet,Astro,2005,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,24430
1489,Cadillac_ATS Coupe_2015,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,2,rear wheel drive,321,48165
1503,Cadillac_ATS Coupe_2016,Cadillac,ATS Coupe,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,2,rear wheel drive,272,47605
1517,Cadillac_ATS Coupe_2017,Cadillac,ATS Coupe,2017,premium unleaded (recommended),AUTOMATIC,4-cylinder,2,all wheel drive,272,43395
1524,Cadillac_ATS-V_2016,Cadillac,ATS-V,2016,premium unleaded (recommended),MANUAL,6-cylinder,2,rear wheel drive,464,62665
1526,Cadillac_ATS-V_2017,Cadillac,ATS-V,2017,premium unleaded (recommended),MANUAL,6-cylinder,2,rear wheel drive,464,62895
1528,Cadillac_ATS_2015,Cadillac,ATS,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,272,41340
1544,Cadillac_ATS_2016,Cadillac,ATS,2016,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,335,41340
1560,Cadillac_ATS_2017,Cadillac,ATS,2017,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,335,46995
1567,Oldsmobile_Aurora_2001,Oldsmobile,Aurora,2001,premium unleaded (required),AUTOMATIC,8-cylinder,4,front wheel drive,250,34794
1569,Oldsmobile_Aurora_2002,Oldsmobile,Aurora,2002,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,215,31615
1571,Oldsmobile_Aurora_2003,Oldsmobile,Aurora,2003,premium unleaded (required),AUTOMATIC,8-cylinder,4,front wheel drive,250,34725
1572,Chevrolet_Avalanche_2010,Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,320,45815
1575,Chevrolet_Avalanche_2011,Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,320,39405
1581,Chevrolet_Avalanche_2012,Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,320,40195
1587,Toyota_Avalon Hybrid_2015,Toyota,Avalon Hybrid,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,37800
1590,Toyota_Avalon Hybrid_2016,Toyota,Avalon Hybrid,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,36650
1593,Toyota_Avalon Hybrid_2017,Toyota,Avalon Hybrid,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,42550
1596,Toyota_Avalon_2015,Toyota,Avalon,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,37170
1601,Toyota_Avalon_2016,Toyota,Avalon,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,37050
1606,Toyota_Avalon_2017,Toyota,Avalon,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,41050
1611,Dodge_Avenger_2012,Dodge,Avenger,2012,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,283,25995
1615,Dodge_Avenger_2013,Dodge,Avenger,2013,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,283,25695
1618,Dodge_Avenger_2014,Dodge,Avenger,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,173,20595
1621,Lamborghini_Aventador_2014,Lamborghini,Aventador,2014,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,700,441600
1625,Lamborghini_Aventador_2015,Lamborghini,Aventador,2015,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,700,441600
1629,Lamborghini_Aventador_2016,Lamborghini,Aventador,2016,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,700,443800
1633,Chevrolet_Aveo_2009,Chevrolet,Aveo,2009,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,107,11965
1639,Chevrolet_Aveo_2010,Chevrolet,Aveo,2010,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,108,15365
1645,Chevrolet_Aveo_2011,Chevrolet,Aveo,2011,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,108,15365
1651,Lincoln_Aviator_2003,Lincoln,Aviator,2003,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,302,45125
1655,Lincoln_Aviator_2004,Lincoln,Aviator,2004,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,302,45705
1659,Lincoln_Aviator_2005,Lincoln,Aviator,2005,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,302,40635
1661,Nissan_Axxess_1990,Nissan,Axxess,1990,regular unleaded,MANUAL,4-cylinder,3,front wheel drive,138,2000
1665,Hyundai_Azera_2015,Hyundai,Azera,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,293,38200
1667,Hyundai_Azera_2016,Hyundai,Azera,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,293,34100
1669,Hyundai_Azera_2017,Hyundai,Azera,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,293,34100
1671,Pontiac_Aztek_2003,Pontiac,Aztek,2003,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,23820
1673,Pontiac_Aztek_2004,Pontiac,Aztek,2004,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,24190
1675,Pontiac_Aztek_2005,Pontiac,Aztek,2005,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,24445
1677,Bentley_Azure T_2010,Bentley,Azure T,2010,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,500,363000
1678,Bentley_Azure_2007,Bentley,Azure,2007,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,450,329990
1679,Bentley_Azure_2008,Bentley,Azure,2008,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,450,329990
1680,Bentley_Azure_2009,Bentley,Azure,2009,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,450,334990
1681,Mercedes-Benz_B-Class Electric Drive_2015,Mercedes-Benz,B-Class Electric Drive,2015,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,177,41450
1682,Mercedes-Benz_B-Class Electric Drive_2016,Mercedes-Benz,B-Class Electric Drive,2016,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,177,41450
1683,Mercedes-Benz_B-Class Electric Drive_2017,Mercedes-Benz,B-Class Electric Drive,2017,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,177,39900
1684,Mazda_B-Series Pickup_1998,Mazda,B-Series Pickup,1998,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,119,2179
1694,Mazda_B-Series Pickup_1999,Mazda,B-Series Pickup,1999,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,160,3514
1711,Mazda_B-Series Pickup_2000,Mazda,B-Series Pickup,2000,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,119,2637
1724,Mazda_B-Series Truck_2007,Mazda,B-Series Truck,2007,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,207,26590
1730,Mazda_B-Series Truck_2008,Mazda,B-Series Truck,2008,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,207,26590
1733,Mazda_B-Series Truck_2009,Mazda,B-Series Truck,2009,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,143,16060
1735,Mazda_B-Series_2001,Mazda,B-Series,2001,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,150,20030
1748,Subaru_B9 Tribeca_2006,Subaru,B9 Tribeca,2006,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,250,30695
1766,Subaru_B9 Tribeca_2007,Subaru,B9 Tribeca,2007,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,245,29995
1778,Subaru_Baja_2004,Subaru,Baja,2004,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,165,22795
1783,Subaru_Baja_2005,Subaru,Baja,2005,regular unleaded,MANUAL,4-cylinder,4,all wheel drive,165,22345
1788,Subaru_Baja_2006,Subaru,Baja,2006,premium unleaded (required),MANUAL,4-cylinder,4,all wheel drive,210,24595
1793,Volkswagen_Beetle Convertible_2014,Volkswagen,Beetle Convertible,2014,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,170,27295
1823,Volkswagen_Beetle Convertible_2015,Volkswagen,Beetle Convertible,2015,diesel,MANUAL,4-cylinder,2,front wheel drive,150,30295
1862,Volkswagen_Beetle Convertible_2016,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),MANUAL,4-cylinder,2,front wheel drive,210,29790
1882,Volkswagen_Beetle_2015,Volkswagen,Beetle,2015,diesel,AUTOMATED_MANUAL,4-cylinder,2,front wheel drive,150,25895
1931,Volkswagen_Beetle_2016,Volkswagen,Beetle,2016,premium unleaded (recommended),MANUAL,4-cylinder,2,front wheel drive,210,25995
1950,Volkswagen_Beetle_2017,Volkswagen,Beetle,2017,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,170,20475
1957,Chevrolet_Beretta_1994,Chevrolet,Beretta,1994,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,170,2000
1959,Chevrolet_Beretta_1995,Chevrolet,Beretta,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,120,2000
1961,Chevrolet_Beretta_1996,Chevrolet,Beretta,1996,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,120,2000
1963,Chevrolet_Black Diamond Avalanche_2013,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,320,39030
1969,Lincoln_Blackwood_2002,Lincoln,Blackwood,2002,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,300,51785
1970,Chevrolet_Blazer_2003,Chevrolet,Blazer,2003,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,190,20745
1975,Chevrolet_Blazer_2004,Chevrolet,Blazer,2004,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,190,25230
1980,Chevrolet_Blazer_2005,Chevrolet,Blazer,2005,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,190,24305
1984,Chevrolet_Bolt EV_2017,Chevrolet,Bolt EV,2017,electric,DIRECT_DRIVE,-cylinder,4,front wheel drive,200,40905
1986,Pontiac_Bonneville_2003,Pontiac,Bonneville,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,26695
1989,Pontiac_Bonneville_2004,Pontiac,Bonneville,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,27185
1992,Pontiac_Bonneville_2005,Pontiac,Bonneville,2005,premium unleaded (required),AUTOMATIC,8-cylinder,4,front wheel drive,275,35585
1995,Kia_Borrego_2009,Kia,Borrego,2009,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,337,30995
2004,Porsche_Boxster_2014,Porsche,Boxster,2014,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,315,62100
2006,Porsche_Boxster_2015,Porsche,Boxster,2015,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,330,73500
